Playlist Id,Channel Id,Time Created,Time Updated,Title,Description,Visibility
PLTQ8BNn3_D4f5rGprxe-nfBVxrKOlUbBc,UCESRr5AcpTjz4u8Zej0f89g,2016-10-17 04:13:07 UTC,2021-04-24 01:02:45 UTC,BestLOTRPARODYz,,Public

Video Id,Time Added
ClnHySXBhQ8,2016-10-17 04:13:07 UTC
HSah56M9WV0,2016-10-17 04:13:18 UTC

