Playlist Id,Channel Id,Time Created,Time Updated,Title,Description,Visibility
PLTQ8BNn3_D4dK8jvMNOUy17lAw-cWYW_K,UCESRr5AcpTjz4u8Zej0f89g,2017-03-13 15:26:36 UTC,2020-09-08 23:19:51 UTC,funny!,,Public

Video Id,Time Added
7_TTiAO2LOM,2017-03-13 15:26:36 UTC
w9pW7PpypMU,2017-04-04 16:52:50 UTC
umvgwXINJBE,2017-04-06 00:58:21 UTC
GhxqIITtTtU,2020-09-08 23:19:51 UTC

