Playlist Id,Channel Id,Time Created,Time Updated,Title,Description,Visibility
PLTQ8BNn3_D4ckcojQlM1OSxw--eFlhEjW,UCESRr5AcpTjz4u8Zej0f89g,2021-06-13 22:45:38 UTC,2021-06-13 22:45:38 UTC,Career Helpers,,Private

Video Id,Time Added
W-9jIVm0-p8,2021-06-13 22:45:38 UTC

